hs_code,hs_code_2,hs_code_4,hs_code_6,hs_code_8,hs_description
30.06.30.90,30,3006,300630,30063090,سایر فرآورده های کدرکننده برای آزمایش های رادیوگرافیک ، معرف ها برای تشخیص مرض به استثنای ردیف تعرفه 30063010 غیر مذکور در جای دیگر
30.06.40.80,30,3006,300640,30064080,آمالگام برای پركردن دندان
30.06.40.90,30,3006,300640,30064090,سایر سیمان ها و محصولات برای پرکردن دندان و سیمان برای بازسازی استخوان غیر مذکور
30.06.40.90,30,3006,300640,30064090,ساير سيمان هاو محصولات براي پرکردن دندا ن وسيمان براي بازساز ي استخوان غير مذکور
30.06.50.00,30,3006,300650,30065000,کیف و جعبه های مخصوص دارو برای کمک های فوری اولیه
30.06.50.00,30,3006,300650,30065000,ک?ف و جعبه ها? مخصوص دارو برا? کمک ها? فور? اول?ه
30.06.60.00,30,3006,300660,30066000,فرآورده هاي شيميايي ضدبارداري بر اساس هورمونها، بر اساس ساير محصولات شماره 3729 يا اسپرمسيدها
30.06.70.10,30,3006,300670,30067010,ژل الكترود پزشكی
30.06.70.10,30,3006,300670,30067010,ژل الكترود پزشكي
30.06.70.90,30,3006,300670,30067090,سايرفرآورده هاي روان كننده كه به شکل ژل درطب ا نساني يا حيوا ني کاربرد دارد به غير از ژل الکترود پزشکي
30.06.70.90,30,3006,300670,30067090,سایر فرآورده های روان كننده كه به شکل ژل در طب انسانی یا حیوانی کاربرد دارد به غیر از ژل الکترود پزشکی
30.06.93.90,30,3006,300693,30069390,سایر دارونماها و کیت های کارآزمایی بالینی یک سویه کور (یا دوسویه -کور) برای کارآزمایی بالینی مشخص، عرضه شده به مقادیر معین اندازه گیری شده
30.06.93.90,30,3006,300693,30069390,سایر دارونماها و کیت های کارآزمایی بالینی یک سویه کور (یا دوسویه-کور) برای کارآزمایی بالینی مشخص، عرضه شده به مقادیر معین اندازه گیری شده
31.01.00.00,31,3101,310100,31010000,کود حيوا ني يا نباتي، حتي مخلوط شده با يكديگر ياعمل آورده شده ازلحاظ شيميائي
31.01.00.10,31,3101,310100,31010010,کود هیومیک اسید، کود فولویک اسید حتی مخلوط شده با یکدیگر یا عمل آورده شده از لحاظ شیمیایی، حیوانی یا نباتی
31.01.00.20,31,3101,310100,31010020,کود عصاره جلبک دریایی
31.01.00.90,31,3101,310100,31010090,سایر کودهایی که از مخلوط کردن یا عمل آوردن شیمیایی محصولات حیوانی یا نباتی حاصل شده باشد
31.02.10.00,31,3102,310210,31021000,اوره حتي به صورت محلول در آب
31.02.10.10,31,3102,310210,31021010,اوره حتی به صورت محلول در آب با پوشش گوگردی
31.02.10.20,31,3102,310210,31021020,اوره فرم الدئید، حتی به صورت محلول در آب
31.02.10.90,31,3102,310210,31021090,سایر اوره حتی به صورت محلول در آب
31.02.21.00,31,3102,310221,31022100,سولفات آمونیوم
31.02.21.00,31,3102,310221,31022100,سولفات آمونيوم
31.02.29.00,31,3102,310229,31022900,املاح مضاعف و مخلوط هاي سولفات آمونيوم ونيترا ت آمونيوم
31.02.29.90,31,3102,310229,31022990,سایر کود سولفات آلومینیوم و املاح مضاعف که از مخلوط کردن یا عمل آوردن شیمیایی محصولات حیوانی یا نباتی حاصل شده باشد
31.02.29.90,31,3102,310229,31022990,
31.02.30.00,31,3102,310230,31023000,نیترات آمونیوم، حتی محلول در آب
31.02.30.00,31,3102,310230,31023000,نيترات آمونيوم، حتي محلول در آب
31.02.40.00,31,3102,310240,31024000,مخلوط های نیترات آمونیوم و كربنات كلسیم یا سایر مواد غیر آلی فاقد قدرت حاصلخیزی
31.02.50.00,31,3102,310250,31025000,نيترات سديم
31.02.50.00,31,3102,310250,31025000,نیترات سدیم
31.02.60.00,31,3102,310260,31026000,املاح مضاعف و مخلوط هاي نيترات كلسيم و نيترات آمونيوم
31.02.60.10,31,3102,310260,31026010,کود معدنی و شیمیایی ازته کلسیم آمونیوم نیترات
31.02.60.90,31,3102,310260,31026090,سایر کودهای معدنی و شیمیایی، ازته املاح مضاعف و مخلوط های نیترات کلسیم ونیترات
31.02.80.00,31,3102,310280,31028000,مخلوط های اوره و نیترات آمونیوم به صورت محلول در آب یا آمونیاك
31.02.80.00,31,3102,310280,31028000,مخلوط هاي اوره و نيترات آمونيوم به صورت محلول در آب يا آمونياك
31.02.90.00,31,3102,310290,31029000,ساير کودهاي معدني يا شيميائي، اوره، همچنين مخلوط هاي غير مذكور در شماره هاي فرعي قبلي
31.02.90.00,31,3102,310290,31029000,سایر کودهای معدنی یا شیمیائی، اوره، همچنین مخلوط های غیر مذكور در شماره های فرعی قبلی
31.03.19.10,31,3103,310319,31031910,کود معدنی یا شیمیایی سوپرفسفاته ساده
31.03.19.10,31,3103,310319,31031910,کود معدنی یا شیمیایی سوپر فسفاته ساده
31.03.90.00,31,3103,310390,31039000,ساير کودهاي معدني يا شيميائي فسفاته، که در جاي ديگري مذکور نباشد
31.03.90.00,31,3103,310390,31039000,سایر کودهای معدنی یا شیمیائی فسفاته، که در جای دیگری مذکور نباشد
31.04.20.00,31,3104,310420,31042000,كلرور پتاسیم
31.04.30.00,31,3104,310430,31043000,سولفات پتاسيم
31.04.30.00,31,3104,310430,31043000,سولفات پتاسیم
31.04.90.00,31,3104,310490,31049000,ساير کودهاي معدني يا شيميائي، پتاسه که در جاي ديگري مذکور نباشد
31.04.90.10,31,3104,310490,31049010,کود معدنی یا شیمیایی پتاسیم منیزیم سولفات
31.04.90.90,31,3104,310490,31049090,سایر کودهای معدنی یا شیمیایی، پتاسه غیر مذکور در جای دیگر
31.05.10.10,31,3105,310510,31051010,کود NPK دربسته هاي كمتر از10كيلوگرم
31.05.10.10,31,3105,310510,31051010,کود NPK دربسته های كمتر از 10 كیلوگرم
31.05.10.20,31,3105,310510,31051020,کودهاي ميکرومعدني دربسته هاي كمتر از10كيلوگرم
31.05.10.20,31,3105,310510,31051020,کودهای میکرو معدنی در بسته های كمتر از 10 كیلوگرم
31.05.10.90,31,3105,310510,31051090,سايرکودها به شکل قرص يا اشکال همانند دربسته.... ناخالص کمتر از10 کيلوگرم غير مذکور
31.05.10.90,31,3105,310510,31051090,سایر کودها به شکل قرص یا اشکال همانند در بسته.... ناخالص کمتر از 10 کیلوگرم غیر مذکور
31.05.20.00,31,3105,310520,31052000,كودهای معدنی یا شیمیایی دارای سه عنصر حاصلخیزكننده ازت، فسفر و پتاسیم
31.05.40.00,31,3105,310540,31054000,دي هيدروژنواورتو فسفات آمونيوم (فسفات مونو آمونيك) حتي به صورت مخلوط با هيدروژنواورتوفسفات دي آمونيوم (فسفات دي آمونيك)
31.05.51.00,31,3105,310551,31055100,کودهای معدنی یا شیمیائی دارای نیترات ها و فسفات ها
31.05.59.00,31,3105,310559,31055900,ساير کودهاي معدني ياشيميائي داراي دوعنصر حاصلخير كننده ازت وفسفرکه در جاي ديگري مذکور نباشد
31.05.59.00,31,3105,310559,31055900,سایر کودهای معدنی یا شیمیائی دارای دو عنصر حاصلخیر كننده ازت و فسفر که در جای دیگری مذکور نباشد
31.05.60.00,31,3105,310560,31056000,كودهاي معدني يا شيميايي داراي دو عنصر حاصلخيزكننده فسفر و پتاسيم
31.05.60.00,31,3105,310560,31056000,كودهای معدنی یا شیمیایی دارای دو عنصر حاصلخیزكننده فسفر و پتاسیم
31.05.90.10,31,3105,310590,31059010,سایر کودهای (میکرو) معدنی غیر مذكور
31.05.90.10,31,3105,310590,31059010,سايرکودهاي (ميکرو) معدني غير مذكور
31.05.90.90,31,3105,310590,31059090,سايرکودهاي غير مذکور
31.05.90.90,31,3105,310590,31059090,سایر کودهای غیر مذکور
32.01.90.00,32,3201,320190,32019000,سایر عصارهای دباغی با منشاء نباتی، تانن ها و املاح آن ها، اترها، استرها و سایر مشتقات آن ها غیر مذکور در جای دیگر
32.01.90.00,32,3201,320190,32019000,ساير عصارهاي دباغي بامنشاء نباتي؛ تانن ها واملاح آن ها، ا ترها، ا سترهاو ساير مشتقات آن ها غير مذکور در جاي ديگر
32.02.10.00,32,3202,320210,32021000,مواد دباغی آلی سنتتیك
32.02.10.00,32,3202,320210,32021000,مواد دباغي آلي سنتتيك
32.02.90.00,32,3202,320290,32029000,سایر مواد دباغی غیرآلی، فرآورده دباغی، حتی دارای مواد طبیعی دباغی، فرآورده آنزیم دار جهت پیش دباغی
32.02.90.00,32,3202,320290,32029000,ساير مواد دباغي غيرآلي؛ فرآورده دباغي، حتي داراي مواد طبيعي دباغي، فرآورده آنزيم دا رجهت پيش دباغي
32.03.00.00,32,3203,320300,32030000,رنگ کننده بامنشاء نباتي يا حيواني با استثناي زغال حيواني فرآورده نباتي وحيواني در يادداشت 3 اين فصل كه بر اساس مواد رنگ كننده با منشاء نباتي يا حيواني باشد
32.03.00.00,32,3203,320300,32030000,رنگ کننده با منشاء نباتی یا حیوانی با استثنای زغال حیوانی فرآورده نباتی و حیوانی در یادداشت 3 این فصل كه بر اساس مواد رنگ كننده با منشاء نباتی یا حیوانی باشد
32.04.11.10,32,3204,320411,32041110,گرانول مستربچ (Master Batch)
32.04.11.90,32,3204,320411,32041190,سایر مواد رنگی دیسپرسه و فرآورده ها بجز گرانول مستربچ
32.04.11.90,32,3204,320411,32041190,ساير مواد رنگي ديسپرسه وفرآورده ها بجز گرانول مستربچ
32.04.12.10,32,3204,320412,32041210,مواد رنگی دندانه (Mordant)
32.04.12.10,32,3204,320412,32041210,مواد رنگي دندانه (Mordant)
32.04.12.20,32,3204,320412,32041220,گرانول مستربچ
32.04.12.90,32,3204,320412,32041290,موادرنگي اسيدي حتي متاليزه وفرآورده هابر اساس اين مواد، فرآورده هاي مواد رنگي دندانه، غير مذكور در جاي ديگر
32.04.12.90,32,3204,320412,32041290,مواد رنگی اسیدی حتی متالیزه و فرآورده ها بر اساس این مواد، فرآورده های مواد رنگی دندانه، غیر مذكور در جای دیگر
32.04.13.10,32,3204,320413,32041310,رنگ هاي نساجي كاتيونيك
32.04.13.20,32,3204,320413,32041320,گرانول مستربچ (Master Batch)
32.04.13.20,32,3204,320413,32041320,گرانول مستربچ (master batch)
32.04.13.90,32,3204,320413,32041390,سایر مواد رنگی قلیایی و فرآورده ها بر اساس این مواد بجز رنگ های نساجی کاتیونیک
32.04.13.90,32,3204,320413,32041390,ساير موادرنگي قليايي وفرآورده ها بر اساس ا ين مواد بجز رنگ هاي نساجي کاتيونيک
32.04.14.10,32,3204,320414,32041410,گرانول مستربچ
32.04.14.90,32,3204,320414,32041490,سایر مواد رنگی مستقیم و فرآورده های بر اساس این مواد غیر از گرانول مستربچ
32.04.14.90,32,3204,320414,32041490,ساير مواد رنگي مستقيم و فرآورده هاي بر اساس اين مواد غير از گرانول مستربچ
32.04.15.10,32,3204,320415,32041510,گرانول مستربچ (Master Batch)
32.04.15.90,32,3204,320415,32041590,ساير فرآورده ها از مواد رنگي خمي بجز گرانول مستربچ
32.04.15.90,32,3204,320415,32041590,سایر فرآورده ها از مواد رنگی خمی بجز گرانول مستربچ
32.04.16.10,32,3204,320416,32041610,گرانول مستربچ
32.04.16.90,32,3204,320416,32041690,سایر مواد رنگی راكتیف و فراورده های آن بجز گرانول مستربچ
32.04.16.90,32,3204,320416,32041690,ساير مواد رنگي راكتيف و فراورده هاي ان بجز گرانول مستربچ
32.04.17.10,32,3204,320417,32041710,خمير پيگمنت چاپ پارچه
32.04.17.20,32,3204,320417,32041720,گرانول مستربچ (Master Batch)
32.04.17.90,32,3204,320417,32041790,سايررنگ کننده هاي پيگماني و فرآورده ها بر اساس ا ين مواد به غير ازخمير پيگمنت چاپ پارچه
32.04.17.90,32,3204,320417,32041790,سایر رنگ کننده های پیگمانی و فرآورده ها بر اساس این مواد به غیر از خمیر پیگمنت چاپ پارچه
32.04.19.10,32,3204,320419,32041910,مخلوط بر پایه مواد رنگی دیسپرسه چندین ماده رنگ كننده مشمول شماره 320411 لغایت 320419
32.04.19.10,32,3204,320419,32041910,مخلوط برپايه موادرنگي ديسپرسه چندين ماده رنگ كننده مشمول شماره 320411 لغايت 320419
32.04.19.20,32,3204,320419,32041920,گرانول مستربچ (Master Bach)
32.04.19.90,32,3204,320419,32041990,ساير موادرنگ کننده آلي سنتيک و مخلوط هايي ا ز چندين موادرنگ کننده مشمول شماره 320411 لغايت 320419غير مذكور در جاي ديگر
32.04.19.90,32,3204,320419,32041990,سایر مواد رنگ کننده آلی سنتیک و مخلوط هایی از چندین مواد رنگ کننده مشمول شماره 320411 لغایت 320419 غیر مذكور در جای دیگر
32.04.20.10,32,3204,320420,32042010,محصولات آلي سنتتيك از انواعي كه به عنوان عوامل درخشان كننده فلورسنت استعمال مي شوند:
32.04.20.10,32,3204,320420,32042010,محصولات آلی سنتتیك از انواعی كه به عنوان عوامل درخشان كننده فلورسنت استعمال می شوند
32.04.20.90,32,3204,320420,32042090,ساير محصولات آلي سنتيك از انواع كه به عنوان عوامل درخشان كننده فلورسنت استعمال مي شوند بجز گرانول مستربچ
32.04.20.90,32,3204,320420,32042090,سایر محصولات آلی سنتیك از انواع كه به عنوان عوامل درخشان كننده فلورسنت استعمال می شوند بجز گرانول مستربچ
32.04.90.10,32,3204,320490,32049010,گرانول مستربچ (Master Bach)
32.04.90.90,32,3204,320490,32049090,ساير مواد رنگ كننده الي سنتيك غير مذكور
32.04.90.90,32,3204,320490,32049090,سایر مواد رنگ كننده الی سنتیك غیر مذكور
32.05.00.00,32,3205,320500,32050000,لاكهاي رنگ كننده؛ فرآورده هاي مذكور در يادداشت 3 اين فصل كه بر اساس لاكهاي رنگ كننده مي باشند.
32.06.11.10,32,3206,320611,32061110,گرانول مستربچ (Master Batch)
32.06.11.90,32,3206,320611,32061190,سایر پیگمان ها و فرآورده ها بر اساس دی اكسید تیتان از لحاظ وزنی حاوی 80% یا بیشتر اكسید تیتانیوم غیر از گرانول مستربچ
32.06.11.90,32,3206,320611,32061190,ساير پيگمان ها و فرآورده ها بر اساس دي اكسيد تيتان از لحاظ وزني حاوي 80% يا بيشتر اكسيد تيتانيوم غير از گرانول مستربچ
32.06.19.10,32,3206,320619,32061910,گرانول مستربچ (Master Batch)
32.06.19.90,32,3206,320619,32061990,سایر مواد رنگ كننده بر اساس دی اكسید تیتان جز گرانول مستربچ
32.06.19.90,32,3206,320619,32061990,ساير مواد رنگ كننده بر اساس دي اكسيد تيتان جز گرانول مستربچ
32.06.20.10,32,3206,320620,32062010,گرانول مستربچ (Master Bach)
32.06.20.90,32,3206,320620,32062090,ساير پيگمان ها و فرآورده ها بر اساس تركيبات كروم بجز گرانول مستربچ
32.06.41.00,32,3206,320641,32064100,لاجورد و فرآورده هاي آن
32.06.41.00,32,3206,320641,32064100,لاجورد و فرآورده های آن
32.06.49.10,32,3206,320649,32064910,گرانول مستربچ
32.06.49.90,32,3206,320649,32064990,سايرفرآورده ها ورنگ كننده ها غير مذكور
32.06.49.90,32,3206,320649,32064990,سایر فرآورده ها و رنگ كننده ها غیر مذكور
32.07.10.10,32,3207,320710,32071010,پیگمان های آماده محتوی حداقل 7% فلز طلا یا پلاتینوم یا نقره یا پالادیوم
32.07.10.20,32,3207,320710,32071020,رنگ های چینی و سرامیكی رولعابی (850750 درجه سانتی گراد) و داخل لعابی (12801180 درجه سانتی گراد)
32.07.10.20,32,3207,320710,32071020,رنگ هاي چيني و سراميكي رولعابي (850750 درجه سانتي گراد) و داخل لعابي (12801180 درجه سانتي گراد)
32.07.10.30,32,3207,320710,32071030,جوهر چاپ دیجیتال مخصوص کاشی و سرامیک
32.07.10.90,32,3207,320710,32071090,سایر پیگمان ها، کدرکننده و رنگ های آماده و فرآورده های همانند غیر مذکور
32.07.10.90,32,3207,320710,32071090,ساير پيگمآن ها، کدرکننده و رنگ هاي آماده و فرآورده هاي همانند غير مذکور
32.07.20.10,32,3207,320720,32072010,لعاب ها
32.07.20.10,32,3207,320720,32072010,لعابها
32.07.20.90,32,3207,320720,32072090,ترکيبات زجاجي و فرآورده هاي همانند به غير از لعاب ها
32.07.20.90,32,3207,320720,32072090,ترکیبات زجاجی و فرآورده های همانند به غیر از لعاب ها
32.07.30.10,32,3207,320730,32073010,محلولهاي با حداقل 7% فلز طلا يا نقره يا پلاتينوم يا پالاديوم
32.07.30.10,32,3207,320730,32073010,محلول های با حداقل 7% فلز طلا یا نقره یا پلاتینوم یا پالادیوم
32.07.30.90,32,3207,320730,32073090,ساير جلال هاي مايع و فرآورده هاي همانند جزمحلول باحدا قل 7% فلزطلا يا نقره يا پلاتينيم يا پالا ديوم
32.07.30.90,32,3207,320730,32073090,سایر جلال های مایع و فرآورده های همانند جز محلول با حداقل 7% فلز طلا یا نقره یا پلاتینیم یا پالادیوم
32.07.40.10,32,3207,320740,32074010,فريتهاي شيشه اي
32.07.40.10,32,3207,320740,32074010,فریت های شیشه ای
32.07.40.20,32,3207,320740,32074020,شيشه به صورت ورقه ورقه Glass Flake)) با طول از 1/0 ميليکمتر لغايت 5/3 ميليکمتر و ضخامت 10 ميكرون و كمتر از آن
32.07.40.90,32,3207,320740,32074090,سایر شیشه ها به صورت پودردانه تیغه وفلس
32.07.40.90,32,3207,320740,32074090,ساير شيشه ها بصورت پودردانه تيغه وفلس
32.08.10.10,32,3208,320810,32081010,پوشش و رنگ ها بر اساس پلی استرها
32.08.10.10,32,3208,320810,32081010,پوشش ورنگ ها بر اساس پلي استرها
32.08.10.20,32,3208,320810,32081020,لاک ها و ورنی ها و لعاب دا خل قوطی مواد غذایی بر اساس پلی استرها
32.08.10.30,32,3208,320810,32081030,لاک هاو ورني ها و لعاب خارج قوطي بر اساس پلي استرها
32.08.10.30,32,3208,320810,32081030,لاک ها و ورنی ها و لعاب خارج قوطی بر اساس پلی استرها
32.08.10.40,32,3208,320810,32081040,لاک عايق الکترونيکي بر اساس پلي استرها
32.08.10.40,32,3208,320810,32081040,لاک عایق الکترونیکی بر اساس پلی استرها
32.08.10.50,32,3208,320810,32081050,مواد افزودنی رنگ بر اساس پلی استرها
32.08.10.50,32,3208,320810,32081050,مواد افزودني رنگ بر اساس پلي استرها
32.08.10.60,32,3208,320810,32081060,ورني ويژه مرکب چاپ فلکسو بر اساس پلي استرها
32.08.10.60,32,3208,320810,32081060,ورنی ویژه مرکب چاپ فلکسو بر اساس پلی استرها
32.08.10.90,32,3208,320810,32081090,سايررنگ ها و ورني ها (ازجمله لعابها ولاكها) ديسپرسه ياحل شده درمحيط غير آبي
32.08.10.90,32,3208,320810,32081090,سایر رنگ ها و ورنی ها (از جمله لعاب ها و لاك ها) دیسپرسه یا حل شده در محیط غیر آبی
32.08.20.10,32,3208,320820,32082010,پوششی و رنگ ها بر اساس پلیمرهای اكریلیك یا وینیل
32.08.20.10,32,3208,320820,32082010,پوششي ورنگ ها بر اساس پليمرهاي اكريليك يا وينيل
32.08.20.20,32,3208,320820,32082020,لعاب، لاک ها و ورنی های داخل قوطی مواد غذایی بر اساس پلیمرهای اكریلیك یا وینیل
32.08.20.20,32,3208,320820,32082020,لعاب، لاکهاو ورني هاي دا خل قوطي موادغذا يي بر اساس پليمرهاي اكريليك يا وينيل
32.08.20.30,32,3208,320820,32082030,لاک ها وورنی های خارج از قوطی
32.08.20.30,32,3208,320820,32082030,لاک ها و ورنی های خارج از قوطی
32.08.20.40,32,3208,320820,32082040,مواد افزودني رنگ بر اساس پليمرهاي اكريليك يا وينيل
32.08.20.40,32,3208,320820,32082040,مواد افزودنی رنگ بر اساس پلیمرهای اكریلیك یا وینیل
32.08.20.50,32,3208,320820,32082050,رنگ پشت آيينه بر اساس پليمرهاي اكريليك ياوينيل
32.08.20.90,32,3208,320820,32082090,سایر رنگ ها و ورنی ها از جمله (لعاب ها و لاك ها) دیسپرسه یا حل شده در محیط غیر آبی غیر مذكور بر پایه پلیمرهای اکریلیک یا وینیل
32.08.20.90,32,3208,320820,32082090,ساير رنگ ها و ورني ها ازجمله (لعابهاولاك ها)ديسپرسه ياحل شده درمحيط غيرآبي غير مذكور بر پايه پليمرهاي ا کريليک يا وينيل
32.08.90.20,32,3208,320890,32089020,ساير لاکها و ورني ها ولعاب خارج قوطي بر اساس ساير پليمرهاي سنتيتيك يا طبيعي تغييريافته ازلحاظ شيميايي، ديسپرسه يا حل شده درمحيط غير آبي
32.08.90.30,32,3208,320890,32089030,ساير مواد افزودني رنگ بر اساس ساير پليمرهاي سنتيتيك يا طبيعي تغيير يافته ازلحاظ شيميايي، ديسپرسه يا حل شده درمحيط غيرآبي
32.08.90.30,32,3208,320890,32089030,سایر مواد افزودنی رنگ بر اساس سایر پلیمرهای سنتیتیك یا طبیعی تغییر یافته از لحاظ شیمیایی، دیسپرسه یا حل شده در محیط غیرآبی
32.08.90.90,32,3208,320890,32089090,سایر رنگ ها و ورنی ها بر اساس سایر پلیمرهای سنتیتیک یا طبیعی تغییریافته غیر مذکور در جای دیگر با محلول های مشخص شده در یادداشت 4 فصل 32
32.08.90.90,32,3208,320890,32089090,سايررنگ ها و ورني ها بر اساس ساير پليمرهاي سنتيتيک يا طبيعي تغييرياقته غير مذکور در جاي ديگر با محلولهاي مشخص شده در يادداشت 4 فصل 32
32.09.10.10,32,3209,320910,32091010,رنگ رویه و آستری اتومبیل بر اساس پلیمرهای اكریلیك یا وینیل
32.09.10.10,32,3209,320910,32091010,رنگ رويه و آستري ا تومبيل بر اساس پليمرهاي اكريليك يا وينيل
32.09.10.30,32,3209,320910,32091030,رنگ آستري آنافروز ED الکترودي پوزيشن (Deposition -Electro) بر اساس پليمرهاي اكريليك ياوينيل
32.09.10.40,32,3209,320910,32091040,رنگ ها و پوشش ساختمانی بر اساس پلیمرهای اكریلیك یا وینیل
32.09.10.40,32,3209,320910,32091040,رنگ ها و پوشش ساختماني بر اساس پليمرهاي اكريليك يا وينيل
32.09.10.50,32,3209,320910,32091050,رنگ ها و پوششهاي صنعتي بر اساس پليمرهاي اكريليك يا وينيل
32.09.10.50,32,3209,320910,32091050,رنگ ها و پوشش های صنعتی بر اساس پلیمرهای اكریلیك یا وینیل
32.09.10.60,32,3209,320910,32091060,لاکهاو ورني ها و لعابها بر اساس پليمرهاي اكريليك يا وينيل
32.09.10.60,32,3209,320910,32091060,لاک ها و ورنی ها و لعاب ها بر اساس پلیمرهای اكریلیك یا وینیل
32.09.10.70,32,3209,320910,32091070,رنگ مقاوم در برابر آتش بر اساس پلیمر سنتتیک از نوع اکریلیک و دیسپرسه در محیط آبی
32.09.10.90,32,3209,320910,32091090,سايررنگ ها بر اساس پليمرهاي ا کريليک يا وينيل غير مذکور
32.09.10.90,32,3209,320910,32091090,سایر رنگ ها بر اساس پلیمرهای اکریلیک یا وینیل غیر مذکور
32.09.90.10,32,3209,320990,32099010,رنگ رویه و استری اتومبیل بر اساس سایر پلیمرهای سنتتیك یا طبیعی تغییریافته از لحاظ شیمیایی، دیسپرسه یا حل شده در محیط آبی
32.09.90.10,32,3209,320990,32099010,رنگ رويه و ا ستري ا تومبيل بر اساس ساير پليمرهاي سنتتيك يا طبيعي تغييريافته از لحاظ شيميايي، ديسپرسه يا حل شده درمحيط آبي
32.09.90.40,32,3209,320990,32099040,پوشش های تفلونی بر اساس سایر پلیمرهای سنتتیك یا طبیعی تغییریافته از لحاظ شیمیایی، دیسپرسه یاحل شده در محیط آبی
32.09.90.50,32,3209,320990,32099050,لاکها و ورني ها و لعابها بر اساس ساير پليمرهاي سنتتيك ياطبيعي تغييريافته ازلحاظ شيميايي، ديسپرسه ياحل شده درمحيط آبي
32.09.90.50,32,3209,320990,32099050,لاک ها و ورنی ها و لعاب ها بر اساس سایر پلیمرهای سنتتیك یا طبیعی تغییریافته از لحاظ شیمیایی، دیسپرسه یاحل شده در محیط آبی
32.09.90.90,32,3209,320990,32099090,سایر رنگ ها و ورنی ها بر اساس پلیمرهای سنتتیک یا پلیمرهای طبیعی تغییریافته دیسپرسه یا محلول در محیط آبی، غیر مذکور
32.09.90.90,32,3209,320990,32099090,ساير رنگ ها و ورني هابر اساس پليمرهاي سنتتيک يا پليمرهاي طبيعي تغييريافته ديسپرسه يامحلول درمحيط آبي....غير مذکور
32.10.00.00,32,3210,321000,32100000,سایر رنگ ها (Paints) و ورنی ها (از جمله لعاب ها، لاك ها و آب رنگ ها)، پیگمان هایی كه با آب مصرف می شود از انواعی كه برای پرداخت چرم به كار می رود
32.10.00.00,32,3210,321000,32100000,ساير رنگ ها (Paints) و ورنيها (از جمله لعابها، لاكها و آب رنگ ها)؛ پيگمآن هايي كه با آب مصرف مي شود از انواعي كه براي پرداخت چرم به كار مي رود.
32.11.00.00,32,3211,321100,32110000,سيكاتيف هاي (خشك كننده هاي) آماده
32.11.00.00,32,3211,321100,32110000,سیكاتیف های (خشك كننده های) آماده
32.12.10.00,32,3212,321210,32121000,ورقه های داغ زنی
32.12.10.00,32,3212,321210,32121000,ورقه هاي داغ زني
32.12.90.00,32,3212,321290,32129000,پیگمان ها از نوع موردم صرف در ساخت رنگ ها، دیسپرسه در محیط غیر آبی به شكل مایع یا خمیر، مواد رنگی و سایر مواد رنگ کننده در بسته های خرده فروشی
32.12.90.00,32,3212,321290,32129000,پيگمآن ها از نوع موردمصرف درساخت رنگ ها، ديسپرسه درمحيط غيرآبي به شكل مايع ياخمير، موادرنگي و ساير مواد رنگ کننده در بسته هاي خرده فروشي
32.13.10.90,32,3213,321310,32131090,سایر رنگ ها برای نقاشی های هنری ، آموزشی، برای تابلو، برای تغییر شدت رنگ ، برای سرگرمی و رنگ های مشابه به شکل قرص، درلوله ، دربطری ، دربطری ، درپیاله یا به اشکال یا بسته بندی های مشابه
32.13.10.90,32,3213,321310,32131090,سایر رنگ ها برای نقاشی های هنری، آموزشی، برای تابلو، برای تغییر شدت رنگ، برای سرگرمی و رنگ های مشابه به شکل قرص، در لوله، در بطری، در بطری، در پیاله یا به اشکال یا بسته بندی های مشابه
32.14.10.00,32,3214,321410,32141000,بتانه هاي شيشه برها، بتانه هاي پيوند زني، سيمان هاي رزيني، تركيبات درزگيري و ساير بتانه ها؛ اندودهايي كه در نقاشي به كار مي رود
32.14.10.00,32,3214,321410,32141000,بتانه های شیشه برها، بتانه های پیوند زنی، سیمان های رزینی، تركیبات درزگیری و سایر بتانه ها، اندودهایی كه در نقاشی به كار می رود
32.14.90.00,32,3214,321490,32149000,ا ندودهاي بنائي غيرنسوز براي نماي ساختمان، براي کف، براي سقف و همانند
32.14.90.00,32,3214,321490,32149000,اندودهای بنائی غیرنسوز برای نمای ساختمان، برای کف، برای سقف و همانند
32.15.11.00,32,3215,321511,32151100,مرکب چاپ به رنگ سياه، حتي تغليظ شده يا به صورت جامد
32.15.11.10,32,3215,321511,32151110,مرکب چاپ سیاه مادون قرمز
32.15.11.60,32,3215,321511,32151160,مرکب پاک شونده
32.15.11.90,32,3215,321511,32151190,سایر مرکب چاپ سیاه حتی تغلیظ شده یا به صورت جامد
32.15.19.00,32,3215,321519,32151900,مرکب چاپ به غير ا ز رنگ سياه، حتي تغليظ شده يا به صورت جامد
32.15.19.90,32,3215,321519,32151990,سایر مرکب های چاپ، حتی تغلیظ شده یا به صورت جامد
32.15.90.10,32,3215,321590,32159010,جوهر خودكار
32.15.90.90,32,3215,321590,32159090,مرکب تحریر یا رسم و نقاشی و سایر مرکب های تغلیظ شده و جامد
32.15.90.90,32,3215,321590,32159090,مرکب تحرير يا رسم و نقاشي و ساير مرکبهاي تغليظ شده وجامد
33.01.12.00,33,3301,330112,33011200,روغن های اسانسی از پرتقال (از جمله روغن های اسانسی كنسانتره و روغن های اسانسی مطلق)
33.01.12.00,33,3301,330112,33011200,روغن هاي اسانسي از پرتقال (ا زجمله روغن هاي اسانسي كنسانتره و روغن هاي اسانسي مطلق)
33.01.13.00,33,3301,330113,33011300,روغن هاي اسانسي از ليموترش (ا زجمله روغن هاي اسانسي كنسانتره و روغن هاي اسانسي مطلق)
