hs_code,hs_code_2,hs_code_4,hs_code_6,hs_code_8,hs_description
63.02.31.00,63,6302,630231,63023100,شستنی های رختخواب از پنبه (به استثناء چاپ شده، کشباف یا قلاب باف).
63.02.31.00,63,6302,630231,63023100,شستنيهاي رختخواب ا زپنبه (به استثناء چاپ شده، کشباف يا قلاب باف).
63.02.32.00,63,6302,630232,63023200,شستنی های رختخواب از الیاف سنتتیک یا مصنوعی (به استثناء چاپ شده، کشباف یا قلاب باف).
63.02.32.00,63,6302,630232,63023200,شستنيهاي رختخواب ا زا لياف سنتتيک يامصنوعي (به استثناء چاپ شده، کشباف يا قلاب باف).
63.02.39.00,63,6302,630239,63023900,شستنيهاي رختخواب ا زساير مواد نسجي (به استثناء چاپ شده، کشباف يا قلاب باف).
63.02.39.00,63,6302,630239,63023900,شستنی های رختخواب از سایر مواد نسجی (به استثناء چاپ شده، کشباف یا قلاب باف).
63.02.40.00,63,6302,630240,63024000,شستنی های سرمیز، کشباف یا قلاب باف.
63.02.40.00,63,6302,630240,63024000,"شستنيهاي سرميز,کشباف ياقلاب باف."
63.02.51.00,63,6302,630251,63025100,شستنيهاي سرميز، ا ز پنبه (به استثناء کشباف ياقلاب باف).
63.02.51.00,63,6302,630251,63025100,شستنی های سرمیز، از پنبه (به استثناء کشباف یا قلاب باف).
63.02.53.00,63,6302,630253,63025300,شستنيهاي سر ميز ا ز ا لياف سنتتيک يا مصنوعي (به استثناء کشباف يا قلاب باف).
63.02.53.00,63,6302,630253,63025300,شستنی های سر میز از الیاف سنتتیک یا مصنوعی (به استثناء کشباف یا قلاب باف).
63.02.59.00,63,6302,630259,63025900,شستنی های سرمیز از سایر مواد نسجی، که در جای دیگر گفته نشده باشد (به استثناء کشباف یا قلاب باف)
63.02.59.00,63,6302,630259,63025900,شستنيهاي سرميزا زساير مواد نسجي، که در جاي ديگر گفته نشده باشد (به استثناء کشباف ياقلاب باف)
63.02.60.00,63,6302,630260,63026000,شستنی های توالت یا آشپزخانه، از پارچه حوله باف ا سفنجی، سایر پارچه های اسفنجی همانند، از پنبه
63.02.60.00,63,6302,630260,63026000,شستنيهاي توا لت يا آشپزخانه، ا ز پارچه حوله باف ا سفنجي، ساير پارچه هاي ا سفنجي همانند، ا زپنبه
63.02.91.00,63,6302,630291,63029100,شستنی های توالت یا آشپزخانه از پنبه، غیر مذکور در جای دیگر
63.02.91.00,63,6302,630291,63029100,شستنيهاي توا لت يا آشپزخانه ا زپنبه، غير مذکور در جاي ديگر
63.02.93.00,63,6302,630293,63029300,شستنيهاي توا لت يا آشپزخانه ا زا لياف سنتتيک يا مصنوعي، غير مذکور در جاي ديگر
63.02.93.00,63,6302,630293,63029300,شستنی های توالت یا آشپزخانه از الیاف سنتتیک یا مصنوعی، غیر مذکور در جای دیگر
63.02.99.00,63,6302,630299,63029900,شستنيهاي توا لت يا آشپزخانه ا زساير مواد نسجي، غير مذکور در جاي ديگر
63.02.99.00,63,6302,630299,63029900,شستنی های توالت یا آشپزخانه از سایر مواد نسجی، غیر مذکور در جای دیگر
63.03.12.00,63,6303,630312,63031200,از الياف سنتتيك
63.03.19.00,63,6303,630319,63031900,پشت دری، پرده و غیره، وا لان از مواد نسجی، کشباف یا قلاب باف
63.03.19.00,63,6303,630319,63031900,پشت دري، پرده و غيره، وا لان از مواد نسجي، کشباف ياقلاب باف.
63.03.91.00,63,6303,630391,63039100,پشت دری، پرده وپرده کرکره ای دروني، والان پرده يا تختخواب ازپنبه
63.03.92.00,63,6303,630392,63039200,پشت دري، پرده وپرده کرکره ا ي دروني، وا لان پرده يا تختخواب ا زا لياف سنتتيک.
63.03.92.00,63,6303,630392,63039200,پشت دری، پرده وپرده کرکره ا ی درونی، وا لان پرده یا تختخواب از الیاف سنتتیک
63.03.99.00,63,6303,630399,63039900,پشت دری، پرده و پرده کرکره ا ی درونی، وا لان پرده یا تختخواب از سایر مواد نسجی.
63.03.99.00,63,6303,630399,63039900,پشت دري، پرده و پرده کرکره ا ي دروني، وا لان پرده يا تختخواب ا زساير مواد نسجي.
63.04.11.90,63,6304,630411,63041190,روتختی و رختخواب پوش کشباف وقلاب باف غیر از انواع سنتی
63.04.11.90,63,6304,630411,63041190,روتختی ورختخواب پوش کشباف وقلاب باف غیر از انواع سنتی
63.04.19.10,63,6304,630419,63041910,روتختی ورختخواب پوش غیر کشباف وغیر قلاب باف سنتی
63.04.19.10,63,6304,630419,63041910,روتختی و رختخواب پوش غیر کشباف وغیر قلاب باف سنتی
63.04.19.90,63,6304,630419,63041990,روتختی و رختخواب پوش غیر کشباف وغیر قلاب باف غیر از انواع سنتی
63.04.19.90,63,6304,630419,63041990,روتختی ورختخواب پوش غیر کشباف وغیر قلاب باف غیر از انواع سنتی
63.04.20.00,63,6304,630420,63042000,پشه بندهای تخت خواب در یادداشت شماره فرعی یک این فصل
63.04.91.10,63,6304,630491,63049110,انواع رومیزی با رودوزی سنتی کشباف یا قلاب باف
63.04.91.90,63,6304,630491,63049190,روتختی و رختخواب پوش کشباف یا قلاب باف
63.04.92.10,63,6304,630492,63049210,سایر اشیاء برای مبلمان غیر از کشباف یا قلاب باف ، از پنبه از انواع رومیزی با رودوزی های سنتی
63.04.92.10,63,6304,630492,63049210,سایر اشیاء برای مبلمان غیر از کشباف یا قلاب باف، از پنبه از انواع رومیزی با رودوزی های سنتی
63.04.92.90,63,6304,630492,63049290,سایر اشیاء برای مبلمان غیر از کشباف یا قلاب باف ، از پنبه غیر از انواع سنتی
63.04.92.90,63,6304,630492,63049290,سایر اشیاء برای مبلمان غیر از کشباف یا قلاب باف، از پنبه غیر از انواع سنتی
63.04.93.10,63,6304,630493,63049310,انواع رومیزی با رودوزی های سنتی غیر از کشباف یا قلاب باف، از الیاف سنتتیک
63.04.93.90,63,6304,630493,63049390,سایر اشیا برای مبلمان غیرازکشباف یا قلاب باف، از الیاف سنتتیک به استثنای انواع رومیزی با رودوزی سنتی
63.04.93.90,63,6304,630493,63049390,سایراشیا برای مبلمان غیرازکشباف یا قلاب باف ، از الیاف سنتتیک به استثنای انواع رومیزی با رودوزی سنتی
63.04.99.10,63,6304,630499,63049910,سایر اشیاء برای مبلمان غیر از کشباف یا قلاب باف، از سایر مواد نسجی از انواع رومیزی با رودوزی های سنتی
63.04.99.10,63,6304,630499,63049910,سایر اشیاء برای مبلمان غیر از کشباف یا قلاب باف ، از سایر مواد نسجی از انواع رومیزی با رودوزی های سنتی
63.04.99.90,63,6304,630499,63049990,سایر اشیاء برای مبلمان غیر از کشباف یا قلاب باف ، از سایر مواد نسجی غیر از انواع سنتی
63.04.99.90,63,6304,630499,63049990,سایر اشیاء برای مبلمان غیر از کشباف یا قلاب باف، از سایر مواد نسجی غیر از انواع سنتی
63.05.10.00,63,6305,630510,63051000,جوال وکیسه، برای بسته بندی کالا، ا زکنف، یا سایر الیاف نسجی از پوسته ساخته نباتات مشمول شماره 5303
63.05.10.00,63,6305,630510,63051000,جوا ل وکيسه، براي بسته بندي کالا، ا زکنف، يا ساير الياف نسجي از پوسته ساخته نباتات مشمول شماره 5303
63.05.20.00,63,6305,630520,63052000,جوال و کیسه برای بسته بندی از پنبه
63.05.32.00,63,6305,630532,63053200,ظروف (واسطه) نرم برای مواد به صورت فله از مواد نسجی سنتتیک یا مصنوعی
63.05.33.00,63,6305,630533,63053300,ساير، به دست آمده از نوار يا اشكال همانند از پليکاتيلن يا پلي پروپيلن
63.05.33.00,63,6305,630533,63053300,سایر، به دست آمده از نوار یا اشكال همانند از پلی اتیلن یا پلی پروپیلن
63.05.39.00,63,6305,630539,63053900,جوا ل وکيسه براي بسته بندي، ا زا لياف نسجي سنتتيک يامصنوعي، غير مذکور در جاي ديگر
63.05.39.00,63,6305,630539,63053900,جوال و کیسه برای بسته بندی، از الیاف نسجی سنتتیک یا مصنوعی، غیر مذکور در جای دیگر
63.05.90.00,63,6305,630590,63059000,جوال و کیسه برای بسته بندی، از سایر مواد نسجی غیر مذکور در جای دیگر
63.05.90.00,63,6305,630590,63059000,جوا ل و کيسه براي بسته بندي، ا ز ساير مواد نسجي غير مذکور در جاي ديگر
63.06.12.00,63,6306,630612,63061200,روپوش کالا، پرده سایبان و پرده سایبان در و پنجره، از الیاف سنتتیک
63.06.12.00,63,6306,630612,63061200,روپوش کالا، پرده سايبان وپرده سايبان در و پنجره، ا ز ا لياف سنتتيک.
63.06.19.00,63,6306,630619,63061900,روپوش کالا، سایبان و سایبان در و پنجره از سایر مواد نسجی، غیر مذکور که در جای دیگر
63.06.19.00,63,6306,630619,63061900,روپوش کالا، سايبان وسايبان دروپنجره ا زساير مواد نسجي، غير مذکورکه در جاي ديگر
63.06.22.00,63,6306,630622,63062200,چادراز الياف سنتتيک.
63.06.22.00,63,6306,630622,63062200,چادر از الیاف سنتتیک
63.06.29.00,63,6306,630629,63062900,چادر از مواد نسجي (به استثناء الياف سنتتيک)
63.06.29.00,63,6306,630629,63062900,چادر از مواد نسجی (به استثناء الیاف سنتتیک)
63.06.90.00,63,6306,630690,63069000,ساير اشياء اردوزني از ساير مواد نسجي
63.06.90.00,63,6306,630690,63069000,سایر اشیاء اردوزنی از سایر مواد نسجی
63.07.10.00,63,6307,630710,63071000,کف شور و قاب دستمال، قابشور، گردگیر، سایر پارچه های همانند برای تمیزکردن
63.07.10.00,63,6307,630710,63071000,کف شور وقاب دستمال، قابشور، گردگير، ساير پارچه هاي همانند براي تميزکردن.
63.07.20.00,63,6307,630720,63072000,کمربندنجات وجليقه نجات.
63.07.20.20,63,6307,630720,63072020,کمربند و جلیقه نجات
63.07.90.10,63,6307,630790,63079010,ماسک مخصوص جرا حان
63.07.90.20,63,6307,630790,63079020,زیور آلات واشیاء تزئینی از نمد
63.07.90.30,63,6307,630790,63079030,پشه بند از جنس پلی اتیلن دارای Pormetrin
63.07.90.30,63,6307,630790,63079030,پشه بند از جنس پلي اتيلن داراي Pormetrin
63.07.90.40,63,6307,630790,63079040,سایر ماسک ها با یا بدون سوپاپ
63.07.90.90,63,6307,630790,63079090,سایر اشیاء دوخته و مهیا و همچنین الگوی لباس غیر مذکور در جای دیگر
63.07.90.90,63,6307,630790,63079090,ساير اشياءدوخته و مهيا و همچنين ا لگوي لباس غير مذکور در جاي ديگر
63.09.00.00,63,6309,630900,63090000,لباس و ساير اشياء مستعمل.
63.09.00.00,63,6309,630900,63090000,لباس و سایر اشیاء مستعمل
63.10.10.00,63,6310,631010,63101000,ساير
63.10.10.00,63,6310,631010,63101000,سایر
63.10.90.00,63,6310,631090,63109000,کهنه پاره ها و ضايعات نو، اخال ريسمان وطناب وکابل و اشياء مستعمل از ريسمان، طناب وکابل از مواد نسجي غير ازجورشده
63.10.90.00,63,6310,631090,63109000,کهنه پاره ها و ضایعات نو، آخال ریسمان و طناب و کابل و اشیاء مستعمل از ریسمان، طناب و کابل از مواد نسجی غیر از جورشده
64.01.10.10,64,6401,640110,64011010,کفش ضد آتش
64.01.10.90,64,6401,640110,64011090,سایر کفش هایی که درقسمت جلو دارای سرپنجه محافظ فلزی دارد به استثنای کفش ضد آتش ازکائوچو یا پلاستیک غیر مذکور در جای دیگر
64.01.10.90,64,6401,640110,64011090,سایر کفش هایی که درقسمت جلو دارای سرپنجه محافظ فلزی دارد به استثنای کفش ضد آتش ازکائوچو یا پلاستیک غیرمذکور در جای دیگر
64.01.92.00,64,6401,640192,64019200,کفش هاي ضدآب که قوزک پا را ميپوشاند ولي زا نو را فرا نمي گيرد با رويه كائوچو يا پلاستيك
64.01.92.00,64,6401,640192,64019200,کفش های ضدآب که قوزک پا را میپوشاند ولی زا نو را فرا نمی گیرد با رویه كائوچو یا پلاستیك
64.01.99.00,64,6401,640199,64019900,کفش های ضدآب که قوزک پا را نمی پوشاند با رویه كائوچو یا پلاستیك
64.01.99.00,64,6401,640199,64019900,کفش هاي ضدآب که قوزک پا را نمي پوشاند با رويه كائوچو يا پلاستيك
64.02.19.90,64,6402,640219,64021990,ساير کفش هاي ورزشي غير مذکورکه تخت بيروني و رويه آن ها از کائوچو يا پلاستيک باشد
64.02.19.90,64,6402,640219,64021990,سایر کفش های ورزشی غیر مذکور که تخت بیرونی و رویه آن ها از کائوچو یا پلاستیک باشد
64.02.20.00,64,6402,640220,64022000,کفش با رویه تسمه ای یا نواری که با توپی به تخت متصل شده، از کائوچو یا از پلاستیک
64.02.20.00,64,6402,640220,64022000,کفش با رويه تسمه اي يا نواري که باتوپي به تخت متصل شده، از کائوچو يا از پلاستيک.
64.02.91.00,64,6402,640291,64029100,کفش، که در جای دیگر گفته نشده، قوزک پارا می پوشاند از کائوچو یا پلاستیک
64.02.91.00,64,6402,640291,64029100,کفش، که در جاي ديگرگفته نشده، قوزک پارا ميپوشاندا زکائوچو يا پلاستيک.
64.02.99.00,64,6402,640299,64029900,کفش، که در جاي ديگرگفته نشده، قوزک پارا نميپوشاند، از کائوچو يا پلاستيک.
64.02.99.00,64,6402,640299,64029900,کفش، که در جای دیگر گفته نشده، قوزک پارا نمی پوشاند، از کائوچو یا پلاستیک
64.03.19.10,64,6403,640319,64031910,کفش های دومیدانی زیر پیچ دار و میخ دار
64.03.19.40,64,6403,640319,64031940,کفش کوهنوردی حتی مناسب برای یخ نوردی، کفش مخصوص دویدن در کوهستان با تخت بیرونی از کائوچو، پلاستیک، چرم طبیعی یا دوباره ساخته شده و با رویه از چرم طبیعی
64.03.19.50,64,6403,640319,64031950,کفش مخصوص فوتبال، فوتسال، والیبال، کشتی، تنیس، اسکواش، هندبال و بسکتبال با تخت بیرونی از کائوچوُ، پلاستیک، چرم طبیعی یا دوباره ساخته شده و با رویه از چرم طبیعی
64.03.19.90,64,6403,640319,64031990,سایر کفش های ورزشی با تخت بیرونی از کائوچو، پلاستیک، چرم ورویه ا زچرم طبیعی غیر مذکور
64.03.19.90,64,6403,640319,64031990,ساير کفش هاي ورزشي با تخت بيروني از کائوچو، پلاستيک، چرم ورويه ا زچرم طبيعي غير مذکور
64.03.20.00,64,6403,640320,64032000,كفش با تخت بیرونی از چرم و رویه متشكل از تسمه هایی كه از چرم طبیعی كه از روی برآمدگی پا عبور و شست پا را دور می زند
64.03.20.00,64,6403,640320,64032000,كفش با تخت بيروني از چرم و رويه متشكل از تسمه هايي كه از چرم طبيعي كه از روي برآمدگي پا عبور و شست پا را دور مي زند
64.03.40.00,64,6403,640340,64034000,سایر كفشها كه در قسمت جلو دارای سرپنجه محافظ فلزی باشند، با تخت بیرونی از كائوچو، پلاستیك، چرم طبیعی یا دوباره ساخته شده وبا رویه از چرم طبیعی
64.03.40.00,64,6403,640340,64034000,ساير كفشها كه در قسمت جلو داراي سرپنجه محافظ فلزي باشند، با تخت بيروني از كائوچو، پلاستيك، چرم طبيعي يا دوباره ساخته شده وبا رويه از چرم طبيعي
64.03.51.00,64,6403,640351,64035100,سایر کفش ها با تخت بیرونی از چرم طبیعی که قوزک پا را می پوشانند
64.03.59.00,64,6403,640359,64035900,کفش با تخت و رویه از چرم طبیعی که قوزک پا را نمی پوشاند
64.03.59.00,64,6403,640359,64035900,کفش با تخت و رويه ا زچرم طبيعي، که قوزک پا را نميپوشاند.
64.03.91.00,64,6403,640391,64039100,کفش باتخت ب?رون? ازچرم طب?ع? که قوزک پارام? پوشاند
64.03.91.10,64,6403,640391,64039110,کفش ضد آتش با تخت بیرونی از کائوچو، پلاستیک، چرم طبیعی یا دوبار ساخته شده و با رویه از چرم طبیعی که قوزک پا را می پوشاند
64.03.91.90,64,6403,640391,64039190,سایر کفش ها که قوزک پا را می پوشانند غیر از کفش ضد آتش
64.03.99.00,64,6403,640399,64039900,کفش با تخت كائوچو يا پلاستيك ورويه ا ز چرم طبيعي، که قوزک پا را نميپوشاند.
64.03.99.00,64,6403,640399,64039900,کفش با تخت كائوچو یا پلاستیك ورویه ا ز چرم طبیعی، که قوزک پا را نمیپوشاند.
64.04.11.30,64,6404,640411,64041130,کفش مخصوص کوهنوردی، کفش مخصوص دویدن در کوهستان با تخت بیرونی از کائوچو یا از پلاستیک
64.04.11.90,64,6404,640411,64041190,سایرکفش های ورزشی با تخت بیرونی كائوچو یا پلاستیك ورویه از مواد نسجی غیر مذكور در جای دیگر
64.04.11.90,64,6404,640411,64041190,سايرکفش هاي ورزشي با تخت بيروني كائوچو يا پلاستيك ورويه از مواد نسجي غير مذكور در جاي ديگر
64.04.19.00,64,6404,640419,64041900,ساير کفش هاي باتخت از کائوچو يا پلاستيک و رويه نسجي غير مذكور در جاي ديگر
64.04.19.00,64,6404,640419,64041900,سایر کفش های باتخت از کائوچو یا پلاستیک و رویه نسجی غیر مذكور در جای دیگر
64.04.20.00,64,6404,640420,64042000,ساير کفش ها با تخت ا زچرم طبيعي يا از چرم دوباره ساخته شده و رويه نسجي.
64.04.20.00,64,6404,640420,64042000,سایر کفش ها با تخت ا زچرم طبیعی یا از چرم دوباره ساخته شده و رویه نسجی.
64.05.10.00,64,6405,640510,64051000,سایر کفش ها که در جای دیگر گفته نشده، با رویه ا زچرم طبیعی یا چرم دوباره ساخته شده.
64.05.10.00,64,6405,640510,64051000,ساير کفش ها که در جاي ديگر گفته نشده، با رويه ا زچرم طبيعي يا چرم دوباره ساخته شده.
64.05.20.10,64,6405,640520,64052010,ساير كفش ها ضد آتش فاقد پنبه نسوز با رويه از مواد نسجي
64.05.20.20,64,6405,640520,64052020,گیوه با رویه و زیره از جنس منسوج
64.05.20.90,64,6405,640520,64052090,ساير كفش ها با رويه نسجي به غير از كفش هاي ضد اتش فاقد پنبه نسوز
64.05.20.90,64,6405,640520,64052090,سایر كفش ها با رویه نسجی به غیر از كفش های ضد اتش فاقد پنبه نسوز
64.05.90.00,64,6405,640590,64059000,ساير کفش ها که در جاي ديگرگفته نشده
64.05.90.00,64,6405,640590,64059000,سایر کفش ها که در جای دیگر گفته نشده
64.06.10.00,64,6406,640610,64061000,رویه کفش و اجزاءآن (به استثناء پشت پاشنه پا و سرپنجه های سفت کننده)
64.06.10.00,64,6406,640610,64061000,رويه کفش و اجزاءآن (به استثناء پشت پاشنه پا و سرپنجه هاي سفت کننده).
64.06.20.00,64,6406,640620,64062000,تخت بیرونی و پاشنه از کائوچو یا پلاستیک
64.06.20.00,64,6406,640620,64062000,تخت بيروني و پاشنه از کائوچو يا پلاستيک.
64.06.90.20,64,6406,640690,64069020,سرپنجه کفش ايمني
64.06.90.30,64,6406,640690,64069030,کفی کامل فلزی داخل کفش مخصوص کفش های ایمنی و غیر قابل نفوذ در مقابل میخ و اجسام برنده به صورت آماده
64.06.90.30,64,6406,640690,64069030,کفي کامل فلزي داخل کفش مخصوص کفش هاي ايمني و غير قابل نفوذ در مقابل ميخ و اجسام برنده به صورت آماده
64.06.90.90,64,6406,640690,64069090,سایر اجزاء کفش، کف های داخلی قابل تعویض همانند گتر و ساق پوش و اشیا، همانند غیر مذکور به استثنای از چوب وسرپنجه فولادی
64.06.90.90,64,6406,640690,64069090,ساير اجزاء کفش، کف هاي داخلي قابل تعويض همانند گتر و ساق پوش واشيا، همانند غير مذکور به استثناي از چوب وسرپنجه فولادي
65.01.00.00,65,6501,650100,65010000,کلاه نيمه ساخته، بدنه کلاه و باشلق از نمد، قالب گيري نشده ولبه دار نشده پلاتو و مانشون از نمد.
65.04.00.00,65,6504,650400,65040000,کلاه و ساير پوشش هاي سر، گيس باف يا تهيه شده از جفت و جور کردن نوار از هر ماده، حتي آستر شده يا تزئين شده
65.04.00.00,65,6504,650400,65040000,کلاه و سایر پوشش های سر، گیس باف یا تهیه شده از جفت و جور کردن نوار از هر ماده، حتی آستر شده یا تزئین شده
65.05.00.00,65,6505,650500,65050000,كلاه و ساير پوششهاي سر، كشباف يا قلاب باف، يا تهيه شده از دانتل، نمد يا ساير پارچه هاي نسجي، به صورت توپ (ولي نه به صورت نوار)، حتي آستري کشده يا تزئين شده، تور سر از هر ماده، حتي آستري شده يا تزئين شده.
65.05.00.00,65,6505,650500,65050000,كلاه و سایر پوشش های سر، كشباف یا قلاب باف، یا تهیه شده از دانتل، نمد یا سایر پارچه های نسجی، به صورت توپ (ولی نه به صورت نوار)، حتی آستری شده یا تزئین شده، تور سر از هر ماده، حتی آستری شده یا تزئین شده
65.06.10.10,65,6506,650610,65061010,كلاه ضدآتش فاقد پنبه نسوز
65.06.10.20,65,6506,650610,65061020,کلاه ایمنی موتورسوارران یا دوچرخه سواران
65.06.10.80,65,6506,650610,65061080,کلاه ایمنی موتورسواران
65.06.10.90,65,6506,650610,65061090,سایر كلاه های ایمنی به استثناء كلاه ضد آتش فاقد پنبه نسوز
65.06.10.90,65,6506,650610,65061090,ساير كلاه هاي ايمني به استثناء كلاه ضد آتش فاقد پنبه نسوز
65.06.91.00,65,6506,650691,65069100,سایر كلاه ها، حتی آستر شده یا تزئین شده از كائوچو یا از ماده پلاستیك
65.06.91.00,65,6506,650691,65069100,ساير كلاه ها، حتي آستر شده يا تزئين شده از كائوچو يا از ماده پلاستيك
65.06.99.00,65,6506,650699,65069900,سایر كلاه ها، حتی آستر شده یا تزئین شده از سایر مواد
65.06.99.00,65,6506,650699,65069900,ساير كلاه ها، حتي آستر شده يا تزئين شده از ساير مواد
65.07.00.00,65,6507,650700,65070000,نوار داخلی، آستر، روپوش، اسكلت كلاه، آفتابگیر و بند زیر چانه، برای كلاه.
66.01.10.00,66,6601,660110,66011000,چتر سایبان باغ و همانند
66.01.10.00,66,6601,660110,66011000,چترسايبان باغ و همانند.
66.01.91.00,66,6601,660191,66019100,چترباراني و چترآفتابي، داراي ميله يا دسته تلسکوپي.
66.01.91.00,66,6601,660191,66019100,چتربارانی و چترآفتابی، دارای میله یا دسته تلسکوپی
66.01.99.00,66,6601,660199,66019900,چترباراني و چترآفتابي، که در جاي ديگر گفته نشده ا ست.
66.01.99.00,66,6601,660199,66019900,چتربارانی و چترآفتابی، که در جای دیگر گفته نشده است
66.02.00.00,66,6602,660200,66020000,عصا، عصاي صندلي شو، شلاق و تازيانه، تعليمي و همانند.
66.02.00.00,66,6602,660200,66020000,عصا، عصای صندلی شو، شلاق و تازیانه، تعلیمی و همانند
66.03.20.00,66,6603,660320,66032000,اسکلت چتر، از جمله اسکلت سوار شده روي دسته ياميله
66.03.90.00,66,6603,660390,66039000,اجزاء، تزئينات و متفرعات اشياء مشمول شماره 6601 يا 6602
66.03.90.00,66,6603,660390,66039000,اجزاء، تزئینات و متفرعات اشیاء مشمول شماره 6601 یا 6602
67.01.00.00,67,6701,670100,67010000,پوست پرندگان باپریا پرنرم، پر، و اشیاء ساخته شده ازآن ها غیر ازمحصولات مشمول شماره 0505
67.01.00.00,67,6701,670100,67010000,پوست پرندگان باپريا پرنرم، پر، واشياء ساخته شده ازآن ها غير ازمحصولات مشمول شماره 0505
67.02.10.00,67,6702,670210,67021000,گل، برگ وميوه مصنوعي و اجزاء آن ها؛ اشياء ساخته شده از گل، برگ يا ميوه مصنوعي از مواد پلاستيكي
67.02.10.00,67,6702,670210,67021000,گل، برگ ومیوه مصنوعی و اجزاء آن ها، اشیاء ساخته شده از گل، برگ یا میوه مصنوعی از مواد پلاستیكی
67.02.90.00,67,6702,670290,67029000,گل، برگ ومیوه مصنوعی و اجزاء آن ها، اشیاء ساخته شده از گل، برگ یا میوه مصنوعی از سایر مواد
67.02.90.00,67,6702,670290,67029000,گل، برگ وميوه مصنوعي و اجزاء آن ها؛ اشياء ساخته شده از گل، برگ يا ميوه مصنوعي از ساير مواد
67.04.11.00,67,6704,670411,67041100,کلاه گيس کامل از مواد نسجي سنتتيک.
67.04.19.00,67,6704,670419,67041900,ريش، ا برو و مژه مصنوعي، غيره، ا زا لياف سنتتيک.
67.04.20.00,67,6704,670420,67042000,ریش، ا بروومژه مصنوعی،غیره، از الیاف سنتتیک
67.04.90.00,67,6704,670490,67049000,کلاه گيس، ريش، ا برو مژه مصنوعي، از ساير مواد، که در جاي ديگرگفته نشده ا ست.
68.01.00.00,68,6801,680100,68010000,سنگ براي سنگفرش، سنگ براي كنار پياده رو و سنگ به صورت لوح براي سنگفرش، از سنگ طبيعي (به استثناي سنگ لوح).
68.01.00.00,68,6801,680100,68010000,سنگ برای سنگفرش، سنگ برای كنار پیاده رو و سنگ به صورت لوح برای سنگفرش، از سنگ طبیعی (به استثنای سنگ لوح)
68.02.10.00,68,6802,680210,68021000,چهار گوش (Tile)، مكعب بزرگ و كوچك و همانند حتی به اشكالی غیر از مربع یا مربع مستطیل، كه بزرگترین سطح آن ها در مربعی با ضلع كمتر از هفت سانتیمتر جای گیرد، دانه، تراشه و پودر رنگ شده به طور مصنوعی
68.02.10.00,68,6802,680210,68021000,چهار گوش (Tile)، مكعب بزرگ و كوچك و همانند حتي به اشكالي غير از مربع يا مربع مستطيل، كه بزرگترين سطح آن ها در مربعي با ضلع كمتر از هفت سانتيمتر جاي گيرد، دانه، تراشه و پودر رنگ شده به طور مصنوعي
68.02.21.00,68,6802,680221,68022100,سنگ مرمر، تراورتن، رخام (Alabaster)
68.02.23.00,68,6802,680223,68022300,سنگ خارا (گرانیت)، بریده یا اره شده، دارای سطح صاف یا یکپارچه
68.02.23.00,68,6802,680223,68022300,سنگ خارا (گرا نيت)، بريده يا اره شده، داراي سطح صاف يا يکپارچه.
68.02.29.00,68,6802,680229,68022900,سایر سنگ های تراشه پذیر یا سنگ های ساختمان و اشیاء ساخته شده از این سنگ ها، كه فقط بریده یا اره شده ودارای سطح صاف یا یكپارچه باشند به استثناء سنگ مرمر، تراورتن، رخام و سنگ خارا (گرانیت)
68.02.29.00,68,6802,680229,68022900,ساير سنگ هاي تراشه پذير يا سنگ هاي ساختمان واشياء ساخته شده از اين سنگ ها، كه فقط بريده يا اره شده وداراي سطح صاف يا يكپارچه باشند به استثناء سنگ مرمر، تراورتن، رخام و سنگ خارا (گرانيت)
68.02.91.10,68,6802,680291,68029110,رخام پوليش دا ده شده شکل دا ده شده يا کار شده اما کندکاري و حکاکي نشده
68.02.91.10,68,6802,680291,68029110,رخام پولیش داده شده شکل داده شده یا کار شده اما کندکاری و حکاکی نشده
68.02.91.90,68,6802,680291,68029190,سایر سنگ مرمر، تراورتن، رخام و غیر از رخام پولیش داده شده، شکل داده شده یا کار شده اما کنده کاری و حکاکی نشده
68.02.91.90,68,6802,680291,68029190,ساير سنگ مرمر، تراورتن، رخام و غير از رخام پوليش داده شده، شکل داده شده يا کار شده اما کنده کاري و حکاکي نشده
68.02.92.10,68,6802,680292,68029210,رخام از سنگ های آهكی پولیش داده شده شکل داده شده یا کار شده اما کنده کاری و حکاکی نشده
68.02.92.10,68,6802,680292,68029210,رخام  ازسنگهاي اهكي پوليش  دا ده  شده  شکل  دا ده  شده يا کار شده اما  کنده کاري  و حکاکي  نشده
68.02.92.90,68,6802,680292,68029290,ساير سنگ هاي آهکي غير از رخام پوليش داده شده، شکل داده شده يا کارشده اما کنده کاري وحکاکي نشده
68.02.92.90,68,6802,680292,68029290,سایر سنگ های آهکی غیر از رخام پولیش داده شده، شکل داده شده یا کارشده اما کنده کاری و حکاکی نشده
68.02.93.10,68,6802,680293,68029310,سنگ خارا پوليش داده شده شکل داده شده يا کارشده اما کنده کاري و حکاکي نشده
68.02.93.10,68,6802,680293,68029310,سنگ خارا پولیش داده شده شکل داده شده یا کارشده اما کنده کاری و حکاکی نشده
68.02.93.90,68,6802,680293,68029390,ساير سنگ خارا به غير از پوليش داده شده، شکل داده شده يا کارشده اما کنده کاري و حکاکي نشده
68.02.93.90,68,6802,680293,68029390,سایر سنگ خارا به غیر از پولیش داده شده، شکل داده شده یا کارشده اما کنده کاری و حکاکی نشده
68.02.99.10,68,6802,680299,68029910,سنگ های صیقل داده شده. شکل داده شده یا کارشده ا ما كنده کاری و حکاکی نشده
